"AUTHOR","titleyear","2CZY","A","CZY","HIBA","Mozhe","Nevzhe","NOQWORD","GENRE","PUBYEAR","BIRTHYEAR","Birthreg","macroreg","czyperc","ALLSUM"
"Володимир Винниченко","Чудний епізод-1910",0,1,1,3,3,1,38,"FIC",1910,"1880","UA-KRV","central",0.0212765957446809,47
"Володимир Владко","Ідуть роботарі-1931",2,19,39,33,20,13,184,"FIC",1931,"1901","RU","NA",0.126623376623377,310
"Володимир Владко","Аргонавти всесвiту-1935",2,30,60,28,30,13,160,NA,1935,"1901","RU","NA",0.186915887850467,323
"Володимир Владко","Мати всіх квітів і всього живого-1930",0,2,3,2,1,1,14,"FIC",1930,"1901","RU","NA",0.130434782608696,23
"Володимир Владко","Мертва вода-1935",1,0,1,1,0,0,16,NA,1935,"1901","RU","NA",0.0555555555555556,19
"Володимир Владко","Ощадкаса часу-1941",0,9,4,21,6,2,41,NA,1941,"1901","RU","NA",0.0481927710843374,83
"Володимир Владко","Поразка генерала Древора-1933",0,0,2,0,0,0,15,NA,1933,"1901","RU","NA",0.117647058823529,17
"Володимир Владко","Ракетоплан С-218-1930",0,0,1,1,1,0,10,"FIC",1930,"1901","RU","NA",0.0769230769230769,13
"Володимир Владко","Чудесний генератор-1934",3,26,37,28,24,12,168,NA,1934,"1901","RU","NA",0.125423728813559,298
"Володимир Перетц","До питання про літературні джерела давнього українського літопису-1928",0,0,0,0,0,0,1,"ACA",1928,NA,NA,"NA",0,1
"Володимир Перетц","Слово о полку Ігоревім пам’ятка феодальної України-Руси XII віку-1926",0,0,1,0,0,0,20,"ACA",1926,NA,NA,"NA",0.0476190476190476,21
"Володимир Хронович","Іванків день-1934",0,4,6,2,0,0,23,"CHI",1934,NA,NA,"NA",0.171428571428571,35
"Володимир Штангей","Злотий-1928",0,5,1,0,1,0,9,"FIC",1928,NA,NA,"NA",0.0625,16
"Володимир Штангей","Злочин у степу-1927",1,0,0,1,1,0,8,"FIC",1927,NA,NA,"NA",0,11
"Володимир Штангей","Лицар і характерник-1928",0,0,0,1,0,0,4,"FIC",1928,NA,NA,"NA",0,5
"Віктор Петров-Домонтович","Аліна й Костомаров-1929",0,6,16,8,3,6,31,"FIC",1929,"1894","UA-DNP","southeast",0.228571428571429,70
"Віктор Петров-Домонтович","Без назви-1944",0,0,2,1,0,0,3,NA,1944,"1894","UA-DNP","southeast",0.333333333333333,6
"Віктор Петров-Домонтович","Без ґрунту-1943",6,3,33,11,4,1,76,NA,1943,"1894","UA-DNP","southeast",0.2578125,134
"Віктор Петров-Домонтович","Доктор Серафікус-1929",2,5,24,12,9,7,102,"FIC",1929,"1894","UA-DNP","southeast",0.150943396226415,161
"Віктор Петров-Домонтович","Дівчина з ведмедиком-1928",0,8,11,17,6,0,86,"FIC",1928,"1894","UA-DNP","southeast",0.0859375,128
"Віктор Петров-Домонтович","Емальована миска-1942",0,0,4,0,0,0,2,NA,1942,"1894","UA-DNP","southeast",0.666666666666667,6
"Віктор Петров-Домонтович","Князі-1942",0,0,1,0,0,0,0,NA,1942,"1894","UA-DNP","southeast",1,1
"Віктор Петров-Домонтович","Професор висловлює свої міркування-1944",0,0,1,0,0,0,0,NA,1944,"1894","UA-DNP","southeast",1,1
"Віктор Петров-Домонтович","Професор і Іван Закутній діють-1944",0,0,0,2,0,0,1,NA,1944,"1894","UA-DNP","southeast",0,3
"Віктор Петров-Домонтович","Романи Куліша-1930",3,0,26,4,3,0,9,"FIC",1930,"1894","UA-DNP","southeast",0.619047619047619,45
"Галина Журба","Зорі світ заповідають...-1928",0,30,6,9,3,0,131,"FIC",1928,"1888","UA-CRK-REG","central",0.0335195530726257,179
"Галина Орлівна","Емігранти-1926",0,8,16,8,12,4,116,"FIC",1926,"1895","UA-PLT-REG","southeast",0.0975609756097561,164
"Гнат Хоткевич","Aria passionata-1930",0,0,1,0,0,0,0,"FIC",1930,"1878","UA-HRK","southeast",1,1
"Гнат Хоткевич","«Caprice» Шуберта-1930",0,4,2,1,1,3,14,"FIC",1930,"1878","UA-HRK","southeast",0.08,25
"Гнат Хоткевич","Авірон-1928",1,10,10,15,5,1,20,"FIC",1928,"1878","UA-HRK","southeast",0.163934426229508,62
"Гнат Хоткевич","З сім'ї геніїв-1930",1,8,2,0,3,0,18,"FIC",1930,"1878","UA-HRK","southeast",0.0645161290322581,32
"Гнат Хоткевич","Мазепа-1917",0,0,8,0,0,0,5,"HIS",1917,"1878","UA-HRK","southeast",0.615384615384615,13
"Гордій Брасюк","В потоках-1927",0,11,9,9,1,10,98,"FIC",1927,"1899","UA-ZHT-REG","central",0.0652173913043478,138
"Гордій Брасюк","Донна Анна-1929",1,21,26,64,19,13,184,"FIC",1929,"1899","UA-ZHT-REG","central",0.0795107033639144,328
"Гордій Брасюк","Скривлений посміх  [редакція 2016 р.]-1927",0,1,4,2,1,2,6,"FIC",1927,"1899","UA-ZHT-REG","central",0.25,16
"Гордій Брасюк","Сни і дійсність-1925",0,2,2,0,1,3,11,"FIC",1925,"1899","UA-ZHT-REG","central",0.105263157894737,19
"Григорій Епік","В жовтневу ніч-1925",0,0,2,2,0,0,7,"FIC",1925,"1901","RU","NA",0.181818181818182,11
"Григорій Епік","В снігах-1927",1,1,5,3,3,0,10,"FIC",1927,"1901","RU","NA",0.227272727272727,23
"Григорій Епік","Вася-1924",0,0,1,1,0,0,9,"FIC",1924,"1901","RU","NA",0.0909090909090909,11
"Григорій Епік","Надзвичайна кар'єра Остапа Сватюка-1930",0,8,15,17,5,2,56,"FIC",1930,"1901","RU","NA",0.145631067961165,103
"Григорій Епік","Непія-1930",1,5,15,36,10,2,76,"FIC",1930,"1901","RU","NA",0.104166666666667,145
"Григорій Епік","Оповідання командира-1924",0,1,0,1,1,0,5,"FIC",1924,"1901","RU","NA",0,8
"Григорій Епік","Перша весна-1931",0,34,22,36,13,4,248,"FIC",1931,"1901","RU","NA",0.061624649859944,357
"Григорій Епік","Під баштою-1926",0,5,0,3,2,0,24,"FIC",1926,"1901","RU","NA",0,34
"Григорій Епік","Під лісом-1931",0,0,2,1,1,1,10,"FIC",1931,"1901","RU","NA",0.133333333333333,15
"Григорій Епік","Радіоаматор-1929",0,0,2,5,1,4,11,"FIC",1929,"1901","RU","NA",0.0869565217391304,23
"Григорій Квітка-Основ'яненко","Козир дівка-1838",0,0,0,0,0,0,1,"FIC",1838,"1778","UA-HRK-REG","southeast",0,1
"Григорій Квітка-Основ'яненко","Маруся-1833",0,0,0,0,0,0,1,"FIC",1833,"1778","UA-HRK-REG","southeast",0,1
"Григорій Квітка-Основ'яненко","Сватання на Гончарівці-1835",8,14,47,9,3,0,82,"DRA",1835,"1778","UA-HRK-REG","southeast",0.303225806451613,163
"Григорій Квітка-Основ'яненко","Сердешна Оксана-1841",0,0,0,0,0,0,2,"FIC",1841,"1778","UA-HRK-REG","southeast",0,2
"Григорій Квітка-Основ'яненко","Щира любов;або Милий дорогше щастя-1840",2,4,26,6,4,0,14,"DRA",1840,"1778","UA-HRK-REG","southeast",0.481481481481481,56
"Григорій Косинка","Анкета-1924",0,0,1,1,1,1,15,"FIC",1924,"1899","UA-KYV-REG","central",0.0526315789473684,19
"Григорій Косинка","В житах-1925",0,1,0,3,0,1,15,"FIC",1925,"1899","UA-KYV-REG","central",0,20
"Григорій Косинка","Гармонія-1933",0,6,5,9,3,0,52,NA,1933,"1899","UA-KYV-REG","central",0.0666666666666667,75
"Григорій Косинка","Голова Ході-1923",0,0,0,2,1,0,5,"FIC",1923,"1899","UA-KYV-REG","central",0,8
"Григорій Косинка","Мати-1925",0,2,3,2,1,0,27,"FIC",1925,"1899","UA-KYV-REG","central",0.0857142857142857,35
"Григорій Косинка","На золотих богів-1920",0,1,0,0,0,0,2,"FIC",1920,"1899","UA-KYV-REG","central",0,3
"Григорій Косинка","Політика-1926",0,4,1,2,0,0,6,"FIC",1926,"1899","UA-KYV-REG","central",0.0769230769230769,13
"Григорій Косинка","Серце-1931",0,0,2,2,0,0,3,"FIC",1931,"1899","UA-KYV-REG","central",0.285714285714286,7
"Григорій Косинка","Фавст-1923",0,2,1,1,0,0,13,"FIC",1923,"1899","UA-KYV-REG","central",0.0588235294117647,17
"Дарія Віконська","Райська яблінка-1936",11,15,79,0,5,1,36,NA,1936,"1893","AT","NA",0.580882352941177,147
"Дмитро Багалій","Історія Слобідської України-1918",1,0,3,2,0,0,4,"HIS",1918,"1857","UA-KYV","central",0.333333333333333,10
"Дмитро Багалій","Український мандрований філософ Григорій Сковорода-1926",2,1,25,5,3,0,32,"HIS",1926,"1857","UA-KYV","central",0.378787878787879,68
"Дмитро Борзяк","Варенька  [редакція 2016 р.]-1927",0,2,2,1,0,0,7,"FIC",1927,NA,NA,"NA",0.166666666666667,12
"Дмитро Борзяк","Записка (з минулого)-1927",0,3,2,3,0,0,10,"FIC",1927,NA,NA,"NA",0.111111111111111,18
"Дмитро Борзяк","Під дощ  [редакція 2016 р.]-1927",0,1,1,1,0,0,10,"FIC",1927,NA,NA,"NA",0.0769230769230769,13
"Дмитро Борзяк","Тов. Андрій [редакція 2016 р.]-1927",1,2,0,1,0,0,24,"FIC",1927,NA,NA,"NA",0,28
"Дмитро Бузько","Голяндія-1929",0,19,33,35,18,13,79,"FIC",1929,"1891","UA-KRV","central",0.16751269035533,197
"Дмитро Бузько","Етап-1930",0,1,0,0,0,0,1,"FIC",1930,"1891","UA-KRV","central",0,2
"Дмитро Бузько","Кришталевий край-1935",1,4,21,19,26,10,43,NA,1935,"1891","UA-KRV","central",0.170731707317073,124
"Дмитро Бузько","Льоля-1924",0,0,0,1,1,0,9,"FIC",1924,"1891","UA-KRV","central",0,11
"Дмитро Бузько","Оповідання про Софочку й Джима-1929",1,1,2,1,1,2,8,"FIC",1929,"1891","UA-KRV","central",0.133333333333333,16
"Дмитро Бузько","Ціною крови-1928",0,0,1,2,1,0,4,"FIC",1928,"1891","UA-KRV","central",0.125,8
"Дмитро Мирон-Орлик","Ідея і Чин України-1940",2,1,16,1,0,0,28,NA,1940,NA,NA,"NA",0.347826086956522,48
"Дмитро Тась","Апсни-1926",0,0,0,0,0,0,4,"FIC",1926,NA,NA,"NA",0,4
"Дмитро Тась","Полонені шуми-1926",2,3,8,6,2,0,32,"FIC",1926,NA,NA,"NA",0.156862745098039,53
"Дмитро Тась","Сад-1930",0,2,0,0,0,0,5,"FIC",1930,NA,NA,"NA",0,7
"Дніпрова Чайка","«Тень несозданных созданий»-1920",0,3,6,7,0,2,25,"FIC",1920,"1861","UA-MYK-REG","NA",0.13953488372093,43
"Дніпрова Чайка","Буревістник-1919",0,0,2,0,0,2,0,"FIC",1919,"1861","UA-MYK-REG","NA",0.5,4
"Дніпрова Чайка","Буряк-1893",0,0,0,0,0,0,3,"CHI",1893,"1861","UA-MYK-REG","NA",0,3
"Дніпрова Чайка","Краплі-мандрівниці-1931",0,1,3,0,0,0,2,"CHI",1931,"1861","UA-MYK-REG","NA",0.5,6
"Дніпрова Чайка","Певний притулок-1919",0,0,2,0,0,0,1,"FIC",1919,"1861","UA-MYK-REG","NA",0.666666666666667,3
"Дніпрова Чайка","Революціонер-1931",0,0,2,0,0,0,0,"FIC",1931,"1861","UA-MYK-REG","NA",1,2
"Дніпрова Чайка","Струмок-1919",0,0,1,0,0,0,1,"FIC",1919,"1861","UA-MYK-REG","NA",0.5,2
"Дніпрова Чайка","Уночі-1920",1,2,4,9,1,0,19,"FIC",1920,"1861","UA-MYK-REG","NA",0.114285714285714,36
"Дніпрова Чайка","Чудний-1919",2,4,7,2,0,2,16,"FIC",1919,"1861","UA-MYK-REG","NA",0.225806451612903,33
"Докія Гуменна","Жадоба (збірка)-1939",2,14,41,27,29,18,131,"MEM",1939,"1904","UA-CRK-REG","central",0.157692307692308,262
"Жюль Верн","Замок в Карпатах-1934",1,18,20,5,7,1,61,NA,1934,"TRANSL","TRANSL","NA",0.178571428571429,113
"Зiнаїда Тулуб","Людолови. Том 1-1935",6,66,95,76,7,75,203,NA,1935,"1890","UA-KYV","central",0.181992337164751,528
"Зiнаїда Тулуб","Людолови. Том 2-1935",6,75,91,73,8,39,284,NA,1935,"1890","UA-KYV","central",0.159649122807018,576
"Катря Гриневичева","Непоборні (збірка)-1926",0,20,12,2,3,0,79,"FIC",1926,"1875","UA-LVV","west",0.103448275862069,116
"Катря Гриневичева","По дорозі в Сихем (збірка)-1923",0,2,1,0,2,3,16,"FIC",1923,"1875","UA-LVV","west",0.0416666666666667,24
"Катря Гриневичева","Шестикрилець-1935",0,4,7,14,2,0,50,NA,1935,"1875","UA-LVV","west",0.0909090909090909,77
"Катря Гриневичева","Шоломи в сонці-1928",4,11,7,3,7,3,94,"FIC",1928,"1875","UA-LVV","west",0.056,129
"Клим Поліщук","В часи безнадійності-1915",0,0,3,1,0,1,1,"FIC",1915,"1891","UA-ZHT-REG","central",0.5,6
"Клим Поліщук","Отаман Зелений-1921",1,31,13,15,9,3,111,"FIC",1921,"1891","UA-ZHT-REG","central",0.0714285714285714,183
"Клим Поліщук","Семиковецькі тіні-1920",0,0,0,0,1,0,1,"FIC",1920,"1891","UA-ZHT-REG","central",0,2
"Клим Поліщук","Тоді як було Різдво-1917",0,0,0,1,0,0,5,"FIC",1917,"1891","UA-ZHT-REG","central",0,6
"Клим Поліщук","Червоне марево. Нариси й оповідання з часів революції-1920",0,31,20,6,9,4,114,"FIC",1920,"1891","UA-ZHT-REG","central",0.108695652173913,184
"Лев Скрипник","Полон-1930",0,2,2,4,2,0,33,"FIC",1930,NA,NA,"NA",0.0465116279069767,43
"Леонід Скрипник","Інетеліґент-1929",2,3,7,11,2,1,24,"FIC",1929,NA,NA,"NA",0.145833333333333,50
"Леонід Смілянський","Геннадій і Петрик-1941",0,0,0,0,0,0,8,NA,1941,"1904","UA-SUM","southeast",0,8
"Леонід Смілянський","Лідер-1941",0,0,0,0,0,1,0,NA,1941,"1904","UA-SUM","southeast",0,1
"Леонід Смілянський","Михайло Коцюбинський-1939",0,8,14,9,8,7,58,NA,1939,"1904","UA-SUM","southeast",0.134615384615385,104
"Леонід Смілянський","Серце-1941",0,0,0,0,1,0,0,NA,1941,"1904","UA-SUM","southeast",0,1
"Леонід Чернов","Пригоди професора Віл'яма Вокса на острові Ципанго-1928",0,10,1,1,1,0,35,"FIC",1928,NA,NA,"NA",0.0208333333333333,48
"Лесь Мартович","[Село Підойми]-1943",1,14,5,0,16,0,39,NA,1943,"1871","UA-IFR-REG","west",0.0675675675675676,75
"Лесь Мартович","Забобон-1917",1,26,43,4,26,0,129,"FIC",1917,"1871","UA-IFR-REG","west",0.18859649122807,229
"Лесь Мартович","Політична справа-1943",2,59,40,3,21,0,143,"DRA",1943,"1871","UA-IFR-REG","west",0.150375939849624,268
"Леся Українка","Ein Brief ins Weite-1899",0,0,1,0,1,0,2,"FIC",1899,"1871","UA-ZHT","central",0.25,4
"Леся Українка","«Місто смутку»-1896",0,0,0,0,0,0,5,"FIC",1896,"1871","UA-ZHT","central",0,5
"Леся Українка","Біда навчить-1890",0,0,1,0,0,0,2,"FIC",1890,"1871","UA-ZHT","central",0.333333333333333,3
"Леся Українка","Весняні співи-1889",0,0,0,0,0,0,3,"FIC",1889,"1871","UA-ZHT","central",0,3
"Леся Українка","Волинські образки. 1. Школа-1895",0,1,2,0,0,0,7,"FIC",1895,"1871","UA-ZHT","central",0.2,10
"Леся Українка","Голосні струни-1897",1,0,1,0,1,1,3,"FIC",1897,"1871","UA-ZHT","central",0.166666666666667,7
"Леся Українка","Жаль-1893",2,10,32,8,13,6,51,"FIC",1893,"1871","UA-ZHT","central",0.266666666666667,122
"Леся Українка","Лелія-1890",0,0,4,1,2,0,6,"FIC",1890,"1871","UA-ZHT","central",0.307692307692308,13
"Леся Українка","Метелик-1889",0,0,1,0,0,0,0,"FIC",1889,"1871","UA-ZHT","central",1,1
"Леся Українка","Над морем-1898",0,4,3,2,6,1,23,"FIC",1898,"1871","UA-ZHT","central",0.0769230769230769,39
"Леся Українка","Примара-1905",0,0,2,0,1,0,0,"FIC",1905,"1871","UA-ZHT","central",0.666666666666667,3
"Леся Українка","Приязнь-1905",1,12,22,7,4,1,30,"FIC",1905,"1871","UA-ZHT","central",0.289473684210526,77
"Леся Українка","Пізно-1897",0,0,0,1,0,0,0,"FIC",1897,"1871","UA-ZHT","central",0,1
"Леся Українка","Розмова-1908",0,1,1,5,2,4,34,"FIC",1908,"1871","UA-ZHT","central",0.0212765957446809,47
"Леся Українка","Святий вечір!-1888",0,1,3,0,0,0,0,"FIC",1888,"1871","UA-ZHT","central",0.75,4
"Леся Українка","Сліпець-1902",0,2,1,1,1,0,1,"FIC",1902,"1871","UA-ZHT","central",0.166666666666667,12
"Леся Українка","Така її доля-1888",1,0,5,2,1,0,0,"FIC",1888,"1871","UA-ZHT","central",0.625,9
"Леся Українка","Чашка-1880",0,0,2,0,1,0,0,"FIC",1880,"1871","UA-ZHT","central",0.666666666666667,3
"Леся Українка","Щастя-1895",1,0,0,0,0,0,0,"FIC",1895,"1871","UA-ZHT","central",NA,1
"Людмила Старицька-Черняхівська","Діамантовий перстень-1929",1,10,31,9,6,5,110,"FIC",1929,"1868","UA-KYV","central",0.181286549707602,172
"Людмила Старицька-Черняхівська","Мрія-1893",0,0,0,0,0,1,1,"FIC",1893,"1868","UA-KYV","central",0,2
"Людмила Старицька-Черняхівська","Пам’яти юнаків-героїв;замордованих під Крутами-1918",0,1,5,0,0,0,1,"JOU",1918,"1868","UA-KYV","central",0.714285714285714,7
"Людмила Старицька-Черняхівська","Спогади про М. В. Лисенка-1932",0,1,1,0,0,0,1,"MEM",1932,"1868","UA-KYV","central",0.333333333333333,3
"Майк Йогансен","Автобіографія-1929",0,0,0,0,0,0,1,"JOU",1929,"1896","UA-HRK","southeast",0,1
"Майк Йогансен","Гнилизна-1925",0,1,0,0,0,0,8,"FIC",1925,"1896","UA-HRK","southeast",0,9
"Майк Йогансен","Джан та інші оповідання (збірка)-1936",0,0,4,0,1,0,5,"CHI",1936,"1896","UA-HRK","southeast",0.4,10
"Майк Йогансен","Елементарні закони версифікації (віршування)-1921",1,1,3,2,0,1,2,"JOU",1921,"1896","UA-HRK","southeast",0.333333333333333,10
"Майк Йогансен","Жабка. Кіт. Собака-1934",0,0,0,0,0,0,2,"CHI",1934,"1896","UA-HRK","southeast",0,2
"Майк Йогансен","Життя Гая Сергійовича Шайби-1931",0,0,1,0,0,0,0,"FIC",1931,"1896","UA-HRK","southeast",1,1
"Майк Йогансен","Кос Чагил на Ембі-1936",3,1,5,0,0,0,21,NA,1936,"1896","UA-HRK","southeast",0.185185185185185,30
"Майк Йогансен","Ленінська картка (Св. Рено)-1925",0,0,1,0,1,0,5,"FIC",1925,"1896","UA-HRK","southeast",0.142857142857143,7
"Майк Йогансен","Луб'яне решето-1929",0,0,0,0,0,1,1,"FIC",1929,"1896","UA-HRK","southeast",0,2
"Майк Йогансен","Майборода-1925",1,0,2,5,2,0,13,"FIC",1925,"1896","UA-HRK","southeast",0.0909090909090909,23
"Майк Йогансен","Обличчя буржуазної преси-1929",1,0,3,1,0,0,2,"JOU",1929,"1896","UA-HRK","southeast",0.5,7
"Майк Йогансен","Оповідання про Майкла Паркера-1931",0,0,3,1,1,2,7,"FIC",1931,"1896","UA-HRK","southeast",0.214285714285714,14
"Майк Йогансен","Подорож до Даґестану-1930",0,0,2,0,0,0,4,"JOU",1930,"1896","UA-HRK","southeast",0.333333333333333,6
"Майк Йогансен","Подорож людини під кепом (Єврейські колонії)-1928",3,0,12,0,1,0,1,"JOU",1928,"1896","UA-HRK","southeast",0.857142857142857,17
"Майк Йогансен","Подорож у радянську Болгарію-1931",1,0,4,0,0,0,5,"JOU",1931,"1896","UA-HRK","southeast",0.444444444444444,10
"Майк Йогансен","Подорож ученого доктора Леонардо-1932",2,0,10,0,0,4,8,"FIC",1932,"1896","UA-HRK","southeast",0.454545454545455,24
"Майк Йогансен","Пригоди Мак Лейстона Гаррі Руперта та інших-1925",1,0,20,2,3,8,50,"FIC",1925,"1896","UA-HRK","southeast",0.240963855421687,84
"Майк Йогансен","Про Юрія Смолича-1930",0,0,0,0,0,0,1,"JOU",1930,"1896","UA-HRK","southeast",0,1
"Майк Йогансен","Під парусом на дубі-1933",2,0,3,0,1,0,9,NA,1933,"1896","UA-HRK","southeast",0.230769230769231,15
"Майк Йогансен","Рахунок-1925",0,1,0,0,0,0,2,"FIC",1925,"1896","UA-HRK","southeast",0,3
"Майк Йогансен","Списана спина-1931",0,0,3,0,0,0,5,"FIC",1931,"1896","UA-HRK","southeast",0.375,8
"Майк Йогансен","Хитрі качки (збірка)-1935",1,0,7,0,2,0,0,"CHI",1935,"1896","UA-HRK","southeast",0.777777777777778,10
"Майк Йогансен","Як будується оповідання-1928",0,2,13,0,3,1,21,"JOU",1928,"1896","UA-HRK","southeast",0.325,40
"Майк Йогансен","“Vorwarts”-1930",0,0,0,1,0,0,0,"JOU",1930,"1896","UA-HRK","southeast",0,1
"Марко Вовчок","Інститутка-1861",0,0,0,0,0,0,1,"FIC",1861,"1833","RU","NA",0,1
"Марко Вовчок","Гайдамаки-1907",0,0,0,0,0,0,1,"FIC",1907,"1833","RU","NA",0,1
"Марко Вовчок","Данило Гурч-1861",0,0,0,0,0,0,1,"FIC",1861,"1833","RU","NA",0,1
"Марко Вовчок","Маруся-1870",0,0,0,0,1,0,0,"FIC",1870,"1833","RU","NA",0,1
"Марко Вовчок","Павло Чорнокрил-1862",0,0,0,0,0,0,1,"FIC",1862,"1833","RU","NA",0,1
"Марко Вовчок","Сестра-1857",0,1,0,0,0,0,0,"FIC",1857,"1833","RU","NA",0,1
"Марко Вовчок","Три долі-1861",0,0,2,0,0,0,1,"FIC",1861,"1833","RU","NA",0.666666666666667,3
"Марко Кропивницький","Глитай;або ж Павук-1882",0,0,1,0,0,0,0,"DRA",1882,"1840","UA-KRV-REG","central",1,1
"Марко Кропивницький","Дай серцеві волю;заведе у неволю-1882",0,0,0,0,0,0,1,"DRA",1882,"1840","UA-KRV-REG","central",0,1
"Марко Черемшина","Зрадник-1919",0,0,3,0,2,0,3,"FIC",1919,"1874","UA-IFR-REG","west",0.375,8
"Марко Черемшина","Перші стріли-1919",0,0,0,0,0,0,2,"FIC",1919,"1874","UA-IFR-REG","west",0,2
"Марко Черемшина","Після бою-1919",0,1,0,0,0,0,0,"FIC",1919,"1874","UA-IFR-REG","west",0,1
"Марко Черемшина","Село вигибає-1919",0,12,3,0,0,0,7,"FIC",1919,"1874","UA-IFR-REG","west",0.136363636363636,22
"Марія Галич","Моя кар’єра-1930",0,3,3,0,2,1,11,"FIC",1930,NA,NA,"NA",0.15,20
"Марія Галич","Наталя-1930",0,1,2,9,3,1,21,"FIC",1930,NA,NA,"NA",0.0540540540540541,37
"Марія Романівська","Загнуздані хмари-1936",1,20,31,25,24,25,211,NA,1936,"1901","UA-HRK","southeast",0.0922619047619048,337
"Марія Романівська","Шахти в небі-1940",1,16,23,17,16,21,154,NA,1940,"1901","UA-HRK","southeast",0.0931174089068826,248
"Марія Струтинська","Буря над Львовом-1941",1,21,28,11,22,5,154,NA,1941,"1897","UA-LVV-REG","west",0.116182572614108,242
"Марія Струтинська","Віядук-1935",0,1,1,0,0,2,5,NA,1935,"1897","UA-LVV-REG","west",0.111111111111111,9
"Марія Струтинська","Передача-1941",0,1,1,0,0,0,3,NA,1941,"1897","UA-LVV-REG","west",0.2,5
"Микола Зеров","«Енеїда» Верґілія-1919",0,0,1,0,0,0,3,"JOU",1919,"1890","UA-PLT","southeast",0.25,4
"Микола Зеров","«Об украинском искусстве»-1919",0,0,1,0,0,0,0,"JOU",1919,"1890","UA-PLT","southeast",1,1
"Микола Зеров","«Прокуратор Іудеї» і два перекладачі-1926",0,0,4,0,0,0,5,"JOU",1926,"1890","UA-PLT","southeast",0.444444444444444,9
"Микола Зеров","«Шляхи мистецтва»-1921",0,0,0,0,0,0,1,"JOU",1921,"1890","UA-PLT","southeast",0,1
"Микола Зеров","Євразiйський ренесанс i пошехонськi сосни-1926",1,0,4,0,0,1,3,"JOU",1926,"1890","UA-PLT","southeast",0.5,9
"Микола Зеров","Ів. Федорченко. Летюча зоря-1918",0,0,0,0,0,0,2,"JOU",1918,"1890","UA-PLT","southeast",0,2
"Микола Зеров","Іван Капустянський. Валеріян Поліщук-1925",0,0,0,0,0,0,1,"JOU",1925,"1890","UA-PLT","southeast",0,1
"Микола Зеров","А. Музичка. Леся Українка-1925",0,0,0,0,0,0,1,"JOU",1925,"1890","UA-PLT","southeast",0,1
"Микола Зеров","Анатоль Франс;член Французької академії. Повстання ангелів-1919",0,0,0,0,2,0,0,"JOU",1919,"1890","UA-PLT","southeast",0,2
"Микола Зеров","Брати-близнята (Історія й побут у Стороженковій повісті)-1930",0,1,0,0,0,0,3,"JOU",1930,"1890","UA-PLT","southeast",0,4
"Микола Зеров","Володимир Самійленко. Україні-1919",0,0,0,0,0,0,1,"JOU",1919,"1890","UA-PLT","southeast",0,1
"Микола Зеров","Від Куліша до Винниченка-1925",4,1,31,3,2,4,99,"JOU",1925,"1890","UA-PLT","southeast",0.221428571428571,144
"Микола Зеров","Гр. Чупринка-1919",0,0,0,0,0,0,1,"JOU",1919,"1890","UA-PLT","southeast",0,1
"Микола Зеров","Дмитро Загул. Наш день-1925",0,1,0,0,0,0,2,"JOU",1925,"1890","UA-PLT","southeast",0,3
"Микола Зеров","До джерел-1926",1,4,19,2,0,2,59,"JOU",1926,"1890","UA-PLT","southeast",0.22093023255814,87
"Микола Зеров","З листування Лесі Українки-1925",0,0,0,1,0,0,0,"JOU",1925,"1890","UA-PLT","southeast",0,1
"Микола Зеров","З нових наукових публікацій-1929",0,0,0,0,0,0,1,"JOU",1929,"1890","UA-PLT","southeast",0,1
"Микола Зеров","Зайва красномовність-1917",0,0,0,0,0,0,1,"JOU",1917,"1890","UA-PLT","southeast",0,1
"Микола Зеров","Иван Франко. Моисей-1918",0,0,0,0,0,0,4,"JOU",1918,"1890","UA-PLT","southeast",0,4
"Микола Зеров","Квітка й пізніша українська проза-1928",0,0,0,0,0,0,1,"JOU",1928,"1890","UA-PLT","southeast",0,1
"Микола Зеров","Квітка-Основ’яненко;його життя та твори-1929",1,0,1,0,0,0,0,"JOU",1929,"1890","UA-PLT","southeast",1,2
"Микола Зеров","Коцюбинський і Чехов-1929",0,0,0,0,0,0,2,"JOU",1929,"1890","UA-PLT","southeast",0,2
"Микола Зеров","Лайка — не відповідь-1917",0,0,0,0,0,0,1,"JOU",1917,"1890","UA-PLT","southeast",0,1
"Микола Зеров","Леся Українка. В катакомбах і інши п’єси-1921",0,0,0,0,0,0,1,"JOU",1921,"1890","UA-PLT","southeast",0,1
"Микола Зеров","Леся Українка. Критично-біографічний нарис-1924",0,2,0,0,1,2,3,"JOU",1924,"1890","UA-PLT","southeast",0,8
"Микола Зеров","Лист до Василя Чапленка-1934",0,0,8,0,0,0,1,"LET",1934,"1890","UA-PLT","southeast",0.888888888888889,9
"Микола Зеров","Лист до Василя Чапленка-1935",0,0,2,0,0,0,0,"LET",1935,"1890","UA-PLT","southeast",1,2
"Микола Зеров","Лист до редакції [газети «Література. Наука. Мистецтво»]-1924",0,1,0,0,0,0,2,"JOU",1924,"1890","UA-PLT","southeast",0,3
"Микола Зеров","Листи до Ростислава Олексієва-1933",0,0,0,0,1,0,0,"LET",1933,"1890","UA-PLT","southeast",0,1
"Микола Зеров","Літературна позиція М. Старицького-1929",0,0,1,0,0,0,6,"JOU",1929,"1890","UA-PLT","southeast",0.142857142857143,7
"Микола Зеров","Літературна постать Квітки-1929",0,1,0,0,0,0,2,"JOU",1929,"1890","UA-PLT","southeast",0,3
